ID,Title,Link,Difficulty,Paid Only,Status,Slug,Tags
3500,Minimum Cost to Divide Array Into Subarrays,https://leetcode.com/problems/minimum-cost-to-divide-array-into-subarrays/,HARD,False,TO_DO,minimum-cost-to-divide-array-into-subarrays,"Array, Dynamic Programming, Prefix Sum"
3501,Maximize Active Section with Trade II,https://leetcode.com/problems/maximize-active-section-with-trade-ii/,HARD,False,TO_DO,maximize-active-section-with-trade-ii,"Array, String, Binary Search, Segment Tree"
3502,Minimum Cost to Reach Every Position,https://leetcode.com/problems/minimum-cost-to-reach-every-position/,EASY,False,TO_DO,minimum-cost-to-reach-every-position,Array
3503,Longest Palindrome After Substring Concatenation I,https://leetcode.com/problems/longest-palindrome-after-substring-concatenation-i/,MEDIUM,False,TO_DO,longest-palindrome-after-substring-concatenation-i,"Two Pointers, String, Dynamic Programming, Enumeration"
3504,Longest Palindrome After Substring Concatenation II,https://leetcode.com/problems/longest-palindrome-after-substring-concatenation-ii/,HARD,False,TO_DO,longest-palindrome-after-substring-concatenation-ii,"Two Pointers, String, Dynamic Programming"
3505,Minimum Operations to Make Elements Within K Subarrays Equal,https://leetcode.com/problems/minimum-operations-to-make-elements-within-k-subarrays-equal/,HARD,False,TO_DO,minimum-operations-to-make-elements-within-k-subarrays-equal,"Array, Hash Table, Math, Dynamic Programming, Sliding Window, Heap (Priority Queue)"
3506,Find Time Required to Eliminate Bacterial Strains,https://leetcode.com/problems/find-time-required-to-eliminate-bacterial-strains/,HARD,True,TO_DO,find-time-required-to-eliminate-bacterial-strains,"Array, Math, Greedy, Heap (Priority Queue)"
3507,Minimum Pair Removal to Sort Array I,https://leetcode.com/problems/minimum-pair-removal-to-sort-array-i/,EASY,False,TO_DO,minimum-pair-removal-to-sort-array-i,"Array, Hash Table, Linked List, Heap (Priority Queue), Simulation, Doubly-Linked List, Ordered Set"
3508,Implement Router,https://leetcode.com/problems/implement-router/,MEDIUM,False,TO_DO,implement-router,"Array, Hash Table, Binary Search, Design, Queue, Ordered Set"
3509,Maximum Product of Subsequences With an Alternating Sum Equal to K,https://leetcode.com/problems/maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k/,HARD,False,TO_DO,maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k,"Array, Hash Table, Dynamic Programming"
3510,Minimum Pair Removal to Sort Array II,https://leetcode.com/problems/minimum-pair-removal-to-sort-array-ii/,HARD,False,TO_DO,minimum-pair-removal-to-sort-array-ii,"Array, Hash Table, Linked List, Heap (Priority Queue), Simulation, Doubly-Linked List, Ordered Set"
3511,Make a Positive Array,https://leetcode.com/problems/make-a-positive-array/,MEDIUM,True,TO_DO,make-a-positive-array,"Array, Greedy, Prefix Sum"
3512,Minimum Operations to Make Array Sum Divisible by K,https://leetcode.com/problems/minimum-operations-to-make-array-sum-divisible-by-k/,EASY,False,TO_DO,minimum-operations-to-make-array-sum-divisible-by-k,"Array, Math"
3513,Number of Unique XOR Triplets I,https://leetcode.com/problems/number-of-unique-xor-triplets-i/,MEDIUM,False,TO_DO,number-of-unique-xor-triplets-i,"Array, Math, Bit Manipulation"
3514,Number of Unique XOR Triplets II,https://leetcode.com/problems/number-of-unique-xor-triplets-ii/,MEDIUM,False,TO_DO,number-of-unique-xor-triplets-ii,"Array, Math, Bit Manipulation, Enumeration"
3515,Shortest Path in a Weighted Tree,https://leetcode.com/problems/shortest-path-in-a-weighted-tree/,HARD,False,TO_DO,shortest-path-in-a-weighted-tree,"Array, Tree, Depth-First Search, Binary Indexed Tree, Segment Tree"
3516,Find Closest Person,https://leetcode.com/problems/find-closest-person/,EASY,False,TO_DO,find-closest-person,Math
3517,Smallest Palindromic Rearrangement I,https://leetcode.com/problems/smallest-palindromic-rearrangement-i/,MEDIUM,False,TO_DO,smallest-palindromic-rearrangement-i,"String, Sorting, Counting Sort"
3518,Smallest Palindromic Rearrangement II,https://leetcode.com/problems/smallest-palindromic-rearrangement-ii/,HARD,False,TO_DO,smallest-palindromic-rearrangement-ii,"Hash Table, Math, String, Combinatorics, Counting"
3519,Count Numbers with Non-Decreasing Digits ,https://leetcode.com/problems/count-numbers-with-non-decreasing-digits/,HARD,False,TO_DO,count-numbers-with-non-decreasing-digits,"Math, String, Dynamic Programming"
3520,Minimum Threshold for Inversion Pairs Count,https://leetcode.com/problems/minimum-threshold-for-inversion-pairs-count/,MEDIUM,True,TO_DO,minimum-threshold-for-inversion-pairs-count,"Array, Binary Search, Binary Indexed Tree, Segment Tree"
3521,Find Product Recommendation Pairs,https://leetcode.com/problems/find-product-recommendation-pairs/,MEDIUM,False,TO_DO,find-product-recommendation-pairs,Database
3522,Calculate Score After Performing Instructions,https://leetcode.com/problems/calculate-score-after-performing-instructions/,MEDIUM,False,TO_DO,calculate-score-after-performing-instructions,"Array, Hash Table, String, Simulation"
3523,Make Array Non-decreasing,https://leetcode.com/problems/make-array-non-decreasing/,MEDIUM,False,TO_DO,make-array-non-decreasing,"Array, Stack, Greedy, Monotonic Stack"
3524,Find X Value of Array I,https://leetcode.com/problems/find-x-value-of-array-i/,MEDIUM,False,TO_DO,find-x-value-of-array-i,"Array, Math, Dynamic Programming"
3525,Find X Value of Array II,https://leetcode.com/problems/find-x-value-of-array-ii/,HARD,False,TO_DO,find-x-value-of-array-ii,"Array, Math, Segment Tree"
3526,Range XOR Queries with Subarray Reversals,https://leetcode.com/problems/range-xor-queries-with-subarray-reversals/,HARD,True,TO_DO,range-xor-queries-with-subarray-reversals,"Array, Tree, Binary Tree"
3527,Find the Most Common Response,https://leetcode.com/problems/find-the-most-common-response/,MEDIUM,False,TO_DO,find-the-most-common-response,"Array, Hash Table, String, Counting"
3528,Unit Conversion I,https://leetcode.com/problems/unit-conversion-i/,MEDIUM,False,TO_DO,unit-conversion-i,"Depth-First Search, Breadth-First Search, Graph Theory"
3529,Count Cells in Overlapping Horizontal and Vertical Substrings,https://leetcode.com/problems/count-cells-in-overlapping-horizontal-and-vertical-substrings/,MEDIUM,False,TO_DO,count-cells-in-overlapping-horizontal-and-vertical-substrings,"Array, String, Rolling Hash, String Matching, Matrix, Hash Function"
3530,Maximum Profit from Valid Topological Order in DAG,https://leetcode.com/problems/maximum-profit-from-valid-topological-order-in-dag/,HARD,False,TO_DO,maximum-profit-from-valid-topological-order-in-dag,"Array, Dynamic Programming, Bit Manipulation, Graph Theory, Topological Sort, Bitmask"
3531,Count Covered Buildings,https://leetcode.com/problems/count-covered-buildings/,MEDIUM,False,TO_DO,count-covered-buildings,"Array, Hash Table, Sorting"
3532,Path Existence Queries in a Graph I,https://leetcode.com/problems/path-existence-queries-in-a-graph-i/,MEDIUM,False,TO_DO,path-existence-queries-in-a-graph-i,"Array, Hash Table, Binary Search, Union-Find, Graph Theory"
3533,Concatenated Divisibility,https://leetcode.com/problems/concatenated-divisibility/,HARD,False,TO_DO,concatenated-divisibility,"Array, Dynamic Programming, Bit Manipulation, Bitmask"
3534,Path Existence Queries in a Graph II,https://leetcode.com/problems/path-existence-queries-in-a-graph-ii/,HARD,False,TO_DO,path-existence-queries-in-a-graph-ii,"Array, Two Pointers, Binary Search, Dynamic Programming, Greedy, Bit Manipulation, Graph Theory, Sorting"
3535,Unit Conversion II,https://leetcode.com/problems/unit-conversion-ii/,MEDIUM,True,TO_DO,unit-conversion-ii,"Array, Math, Depth-First Search, Breadth-First Search, Graph Theory"
3536,Maximum Product of Two Digits,https://leetcode.com/problems/maximum-product-of-two-digits/,EASY,False,TO_DO,maximum-product-of-two-digits,"Math, Sorting"
3537,Fill a Special Grid,https://leetcode.com/problems/fill-a-special-grid/,MEDIUM,False,TO_DO,fill-a-special-grid,"Array, Divide and Conquer, Matrix"
3538,Merge Operations for Minimum Travel Time,https://leetcode.com/problems/merge-operations-for-minimum-travel-time/,HARD,False,TO_DO,merge-operations-for-minimum-travel-time,"Array, Dynamic Programming, Prefix Sum"
3539,Find Sum of Array Product of Magical Sequences,https://leetcode.com/problems/find-sum-of-array-product-of-magical-sequences/,HARD,False,TO_DO,find-sum-of-array-product-of-magical-sequences,"Array, Math, Dynamic Programming, Bit Manipulation, Combinatorics, Bitmask"
3540,Minimum Time to Visit All Houses,https://leetcode.com/problems/minimum-time-to-visit-all-houses/,MEDIUM,True,TO_DO,minimum-time-to-visit-all-houses,"Array, Prefix Sum"
3541,Find Most Frequent Vowel and Consonant,https://leetcode.com/problems/find-most-frequent-vowel-and-consonant/,EASY,False,TO_DO,find-most-frequent-vowel-and-consonant,"Hash Table, String, Counting"
3542,Minimum Operations to Convert All Elements to Zero,https://leetcode.com/problems/minimum-operations-to-convert-all-elements-to-zero/,MEDIUM,False,TO_DO,minimum-operations-to-convert-all-elements-to-zero,"Array, Hash Table, Stack, Greedy, Monotonic Stack"
3543,Maximum Weighted K-Edge Path,https://leetcode.com/problems/maximum-weighted-k-edge-path/,MEDIUM,False,TO_DO,maximum-weighted-k-edge-path,"Hash Table, Dynamic Programming, Graph Theory"
3544,Subtree Inversion Sum,https://leetcode.com/problems/subtree-inversion-sum/,HARD,False,TO_DO,subtree-inversion-sum,"Array, Dynamic Programming, Tree, Depth-First Search"
3545,Minimum Deletions for At Most K Distinct Characters,https://leetcode.com/problems/minimum-deletions-for-at-most-k-distinct-characters/,EASY,False,TO_DO,minimum-deletions-for-at-most-k-distinct-characters,"Hash Table, String, Greedy, Sorting, Counting"
3546,Equal Sum Grid Partition I,https://leetcode.com/problems/equal-sum-grid-partition-i/,MEDIUM,False,TO_DO,equal-sum-grid-partition-i,"Array, Matrix, Enumeration, Prefix Sum"
3547,Maximum Sum of Edge Values in a Graph,https://leetcode.com/problems/maximum-sum-of-edge-values-in-a-graph/,HARD,False,TO_DO,maximum-sum-of-edge-values-in-a-graph,"Math, Greedy, Graph Theory"
3548,Equal Sum Grid Partition II,https://leetcode.com/problems/equal-sum-grid-partition-ii/,HARD,False,TO_DO,equal-sum-grid-partition-ii,"Array, Hash Table, Matrix, Enumeration, Prefix Sum"
3549,Multiply Two Polynomials,https://leetcode.com/problems/multiply-two-polynomials/,HARD,True,TO_DO,multiply-two-polynomials,"Array, Math"
3550,Smallest Index With Digit Sum Equal to Index,https://leetcode.com/problems/smallest-index-with-digit-sum-equal-to-index/,EASY,False,TO_DO,smallest-index-with-digit-sum-equal-to-index,"Array, Math"
3551,Minimum Swaps to Sort by Digit Sum,https://leetcode.com/problems/minimum-swaps-to-sort-by-digit-sum/,MEDIUM,False,TO_DO,minimum-swaps-to-sort-by-digit-sum,"Array, Hash Table, Sorting"
3552,Grid Teleportation Traversal,https://leetcode.com/problems/grid-teleportation-traversal/,MEDIUM,False,TO_DO,grid-teleportation-traversal,"Array, Hash Table, Breadth-First Search, Matrix"
3553,Minimum Weighted Subgraph With the Required Paths II,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths-ii/,HARD,False,TO_DO,minimum-weighted-subgraph-with-the-required-paths-ii,"Array, Dynamic Programming, Bit Manipulation, Tree, Depth-First Search"
3554,Find Category Recommendation Pairs,https://leetcode.com/problems/find-category-recommendation-pairs/,HARD,False,TO_DO,find-category-recommendation-pairs,Database
3555,Smallest Subarray to Sort in Every Sliding Window,https://leetcode.com/problems/smallest-subarray-to-sort-in-every-sliding-window/,MEDIUM,True,TO_DO,smallest-subarray-to-sort-in-every-sliding-window,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack"
3556,Sum of Largest Prime Substrings,https://leetcode.com/problems/sum-of-largest-prime-substrings/,MEDIUM,False,TO_DO,sum-of-largest-prime-substrings,"Hash Table, Math, String, Sorting, Number Theory"
3557,Find Maximum Number of Non Intersecting Substrings,https://leetcode.com/problems/find-maximum-number-of-non-intersecting-substrings/,MEDIUM,False,TO_DO,find-maximum-number-of-non-intersecting-substrings,"Hash Table, String, Dynamic Programming, Greedy"
3558,Number of Ways to Assign Edge Weights I,https://leetcode.com/problems/number-of-ways-to-assign-edge-weights-i/,MEDIUM,False,TO_DO,number-of-ways-to-assign-edge-weights-i,"Math, Tree, Depth-First Search"
3559,Number of Ways to Assign Edge Weights II,https://leetcode.com/problems/number-of-ways-to-assign-edge-weights-ii/,HARD,False,TO_DO,number-of-ways-to-assign-edge-weights-ii,"Array, Math, Dynamic Programming, Bit Manipulation, Tree, Depth-First Search"
3560,Find Minimum Log Transportation Cost,https://leetcode.com/problems/find-minimum-log-transportation-cost/,EASY,False,TO_DO,find-minimum-log-transportation-cost,Math
3561,Resulting String After Adjacent Removals,https://leetcode.com/problems/resulting-string-after-adjacent-removals/,MEDIUM,False,TO_DO,resulting-string-after-adjacent-removals,"String, Stack, Simulation"
3562,Maximum Profit from Trading Stocks with Discounts,https://leetcode.com/problems/maximum-profit-from-trading-stocks-with-discounts/,HARD,False,TO_DO,maximum-profit-from-trading-stocks-with-discounts,"Array, Dynamic Programming, Tree, Depth-First Search"
3563,Lexicographically Smallest String After Adjacent Removals,https://leetcode.com/problems/lexicographically-smallest-string-after-adjacent-removals/,HARD,False,TO_DO,lexicographically-smallest-string-after-adjacent-removals,"String, Dynamic Programming"
3564,Seasonal Sales Analysis,https://leetcode.com/problems/seasonal-sales-analysis/,MEDIUM,False,TO_DO,seasonal-sales-analysis,Database
3565,Sequential Grid Path Cover,https://leetcode.com/problems/sequential-grid-path-cover/,MEDIUM,True,TO_DO,sequential-grid-path-cover,"Array, Recursion, Matrix"
3566,Partition Array into Two Equal Product Subsets,https://leetcode.com/problems/partition-array-into-two-equal-product-subsets/,MEDIUM,False,TO_DO,partition-array-into-two-equal-product-subsets,"Array, Bit Manipulation, Recursion, Enumeration"
3567,Minimum Absolute Difference in Sliding Submatrix,https://leetcode.com/problems/minimum-absolute-difference-in-sliding-submatrix/,MEDIUM,False,TO_DO,minimum-absolute-difference-in-sliding-submatrix,"Array, Sorting, Matrix"
3568,Minimum Moves to Clean the Classroom,https://leetcode.com/problems/minimum-moves-to-clean-the-classroom/,MEDIUM,False,TO_DO,minimum-moves-to-clean-the-classroom,"Array, Hash Table, Bit Manipulation, Breadth-First Search, Matrix"
3569,Maximize Count of Distinct Primes After Split,https://leetcode.com/problems/maximize-count-of-distinct-primes-after-split/,HARD,False,TO_DO,maximize-count-of-distinct-primes-after-split,"Array, Math, Segment Tree, Number Theory"
3570,Find Books with No Available Copies,https://leetcode.com/problems/find-books-with-no-available-copies/,EASY,False,TO_DO,find-books-with-no-available-copies,Database
3571,Find the Shortest Superstring II,https://leetcode.com/problems/find-the-shortest-superstring-ii/,EASY,True,TO_DO,find-the-shortest-superstring-ii,String
3572,Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values,https://leetcode.com/problems/maximize-ysum-by-picking-a-triplet-of-distinct-xvalues/,MEDIUM,False,TO_DO,maximize-ysum-by-picking-a-triplet-of-distinct-xvalues,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue)"
3573,Best Time to Buy and Sell Stock V,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-v/,MEDIUM,False,TO_DO,best-time-to-buy-and-sell-stock-v,"Array, Dynamic Programming"
3574,Maximize Subarray GCD Score,https://leetcode.com/problems/maximize-subarray-gcd-score/,HARD,False,TO_DO,maximize-subarray-gcd-score,"Array, Math, Enumeration, Number Theory"
3575,Maximum Good Subtree Score,https://leetcode.com/problems/maximum-good-subtree-score/,HARD,False,TO_DO,maximum-good-subtree-score,"Array, Dynamic Programming, Bit Manipulation, Tree, Depth-First Search, Bitmask"
3576,Transform Array to All Equal Elements,https://leetcode.com/problems/transform-array-to-all-equal-elements/,MEDIUM,False,TO_DO,transform-array-to-all-equal-elements,"Array, Greedy"
3577,Count the Number of Computer Unlocking Permutations,https://leetcode.com/problems/count-the-number-of-computer-unlocking-permutations/,MEDIUM,False,TO_DO,count-the-number-of-computer-unlocking-permutations,"Array, Math, Brainteaser, Combinatorics"
3578,Count Partitions With Max-Min Difference at Most K,https://leetcode.com/problems/count-partitions-with-max-min-difference-at-most-k/,MEDIUM,False,TO_DO,count-partitions-with-max-min-difference-at-most-k,"Array, Dynamic Programming, Queue, Sliding Window, Prefix Sum, Monotonic Queue"
3579,Minimum Steps to Convert String with Operations,https://leetcode.com/problems/minimum-steps-to-convert-string-with-operations/,HARD,False,TO_DO,minimum-steps-to-convert-string-with-operations,"String, Dynamic Programming"
3580,Find Consistently Improving Employees,https://leetcode.com/problems/find-consistently-improving-employees/,MEDIUM,False,TO_DO,find-consistently-improving-employees,Database
3581,Count Odd Letters from Number,https://leetcode.com/problems/count-odd-letters-from-number/,EASY,True,TO_DO,count-odd-letters-from-number,"Hash Table, String, Simulation, Counting"
3582,Generate Tag for Video Caption,https://leetcode.com/problems/generate-tag-for-video-caption/,EASY,False,TO_DO,generate-tag-for-video-caption,"String, Simulation"
3583,Count Special Triplets,https://leetcode.com/problems/count-special-triplets/,MEDIUM,False,TO_DO,count-special-triplets,"Array, Hash Table, Counting"
3584,Maximum Product of First and Last Elements of a Subsequence,https://leetcode.com/problems/maximum-product-of-first-and-last-elements-of-a-subsequence/,MEDIUM,False,TO_DO,maximum-product-of-first-and-last-elements-of-a-subsequence,"Array, Two Pointers"
3585,Find Weighted Median Node in Tree,https://leetcode.com/problems/find-weighted-median-node-in-tree/,HARD,False,TO_DO,find-weighted-median-node-in-tree,"Array, Binary Search, Dynamic Programming, Bit Manipulation, Tree, Depth-First Search"
3586,Find COVID Recovery Patients,https://leetcode.com/problems/find-covid-recovery-patients/,MEDIUM,False,TO_DO,find-covid-recovery-patients,Database
3587,Minimum Adjacent Swaps to Alternate Parity,https://leetcode.com/problems/minimum-adjacent-swaps-to-alternate-parity/,MEDIUM,False,TO_DO,minimum-adjacent-swaps-to-alternate-parity,"Array, Greedy"
3588,Find Maximum Area of a Triangle,https://leetcode.com/problems/find-maximum-area-of-a-triangle/,MEDIUM,False,TO_DO,find-maximum-area-of-a-triangle,"Array, Hash Table, Math, Greedy, Geometry, Enumeration"
3589,Count Prime-Gap Balanced Subarrays,https://leetcode.com/problems/count-prime-gap-balanced-subarrays/,MEDIUM,False,TO_DO,count-prime-gap-balanced-subarrays,"Array, Math, Queue, Sliding Window, Number Theory, Monotonic Queue"
3590,Kth Smallest Path XOR Sum,https://leetcode.com/problems/kth-smallest-path-xor-sum/,HARD,False,TO_DO,kth-smallest-path-xor-sum,"Array, Tree, Depth-First Search, Ordered Set"
3591,Check if Any Element Has Prime Frequency,https://leetcode.com/problems/check-if-any-element-has-prime-frequency/,EASY,False,TO_DO,check-if-any-element-has-prime-frequency,"Array, Hash Table, Math, Counting, Number Theory"
3592,Inverse Coin Change,https://leetcode.com/problems/inverse-coin-change/,MEDIUM,False,TO_DO,inverse-coin-change,"Array, Dynamic Programming"
3593,Minimum Increments to Equalize Leaf Paths,https://leetcode.com/problems/minimum-increments-to-equalize-leaf-paths/,MEDIUM,False,TO_DO,minimum-increments-to-equalize-leaf-paths,"Array, Dynamic Programming, Tree, Depth-First Search"
3594,Minimum Time to Transport All Individuals,https://leetcode.com/problems/minimum-time-to-transport-all-individuals/,HARD,False,TO_DO,minimum-time-to-transport-all-individuals,"Array, Bit Manipulation, Graph Theory, Heap (Priority Queue), Shortest Path, Bitmask"
3595,Once Twice,https://leetcode.com/problems/once-twice/,MEDIUM,True,TO_DO,once-twice,"Array, Bit Manipulation"
3596,Minimum Cost Path with Alternating Directions I,https://leetcode.com/problems/minimum-cost-path-with-alternating-directions-i/,MEDIUM,True,TO_DO,minimum-cost-path-with-alternating-directions-i,"Math, Brainteaser"
3597,Partition String ,https://leetcode.com/problems/partition-string/,MEDIUM,False,TO_DO,partition-string,"Hash Table, String, Trie, Simulation"
3598,Longest Common Prefix Between Adjacent Strings After Removals,https://leetcode.com/problems/longest-common-prefix-between-adjacent-strings-after-removals/,MEDIUM,False,TO_DO,longest-common-prefix-between-adjacent-strings-after-removals,"Array, String"
3599,Partition Array to Minimize XOR,https://leetcode.com/problems/partition-array-to-minimize-xor/,MEDIUM,False,TO_DO,partition-array-to-minimize-xor,"Array, Dynamic Programming, Bit Manipulation, Prefix Sum"
3600,Maximize Spanning Tree Stability with Upgrades,https://leetcode.com/problems/maximize-spanning-tree-stability-with-upgrades/,HARD,False,TO_DO,maximize-spanning-tree-stability-with-upgrades,"Binary Search, Greedy, Union-Find, Graph Theory, Minimum Spanning Tree"
3601,Find Drivers with Improved Fuel Efficiency,https://leetcode.com/problems/find-drivers-with-improved-fuel-efficiency/,MEDIUM,False,TO_DO,find-drivers-with-improved-fuel-efficiency,Database
3602,Hexadecimal and Hexatrigesimal Conversion,https://leetcode.com/problems/hexadecimal-and-hexatrigesimal-conversion/,EASY,False,TO_DO,hexadecimal-and-hexatrigesimal-conversion,"Math, String"
3603,Minimum Cost Path with Alternating Directions II,https://leetcode.com/problems/minimum-cost-path-with-alternating-directions-ii/,MEDIUM,False,TO_DO,minimum-cost-path-with-alternating-directions-ii,"Array, Dynamic Programming, Matrix"
3604,Minimum Time to Reach Destination in Directed Graph,https://leetcode.com/problems/minimum-time-to-reach-destination-in-directed-graph/,MEDIUM,False,TO_DO,minimum-time-to-reach-destination-in-directed-graph,"Graph Theory, Heap (Priority Queue), Shortest Path"
3605,Minimum Stability Factor of Array,https://leetcode.com/problems/minimum-stability-factor-of-array/,HARD,False,TO_DO,minimum-stability-factor-of-array,"Array, Math, Binary Search, Greedy, Segment Tree, Number Theory"
3606,Coupon Code Validator,https://leetcode.com/problems/coupon-code-validator/,EASY,False,TO_DO,coupon-code-validator,"Array, Hash Table, String, Sorting"
3607,Power Grid Maintenance,https://leetcode.com/problems/power-grid-maintenance/,MEDIUM,False,TO_DO,power-grid-maintenance,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union-Find, Graph Theory, Heap (Priority Queue), Ordered Set"
3608,Minimum Time for K Connected Components,https://leetcode.com/problems/minimum-time-for-k-connected-components/,MEDIUM,False,TO_DO,minimum-time-for-k-connected-components,"Binary Search, Union-Find, Graph Theory, Sorting"
3609,Minimum Moves to Reach Target in Grid,https://leetcode.com/problems/minimum-moves-to-reach-target-in-grid/,HARD,False,TO_DO,minimum-moves-to-reach-target-in-grid,Math
3610,Minimum Number of Primes to Sum to Target,https://leetcode.com/problems/minimum-number-of-primes-to-sum-to-target/,MEDIUM,True,TO_DO,minimum-number-of-primes-to-sum-to-target,"Array, Math, Dynamic Programming, Number Theory"
3611,Find Overbooked Employees,https://leetcode.com/problems/find-overbooked-employees/,MEDIUM,False,TO_DO,find-overbooked-employees,Database
3612,Process String with Special Operations I,https://leetcode.com/problems/process-string-with-special-operations-i/,MEDIUM,False,TO_DO,process-string-with-special-operations-i,"String, Simulation"
3613,Minimize Maximum Component Cost,https://leetcode.com/problems/minimize-maximum-component-cost/,MEDIUM,False,TO_DO,minimize-maximum-component-cost,"Binary Search, Union-Find, Graph Theory, Sorting"
3614,Process String with Special Operations II,https://leetcode.com/problems/process-string-with-special-operations-ii/,HARD,False,TO_DO,process-string-with-special-operations-ii,"String, Simulation"
3615,Longest Palindromic Path in Graph,https://leetcode.com/problems/longest-palindromic-path-in-graph/,HARD,False,TO_DO,longest-palindromic-path-in-graph,"String, Dynamic Programming, Bit Manipulation, Graph Theory, Bitmask"
3616,Number of Student Replacements,https://leetcode.com/problems/number-of-student-replacements/,MEDIUM,True,TO_DO,number-of-student-replacements,"Array, Simulation"
3617,Find Students with Study Spiral Pattern,https://leetcode.com/problems/find-students-with-study-spiral-pattern/,HARD,False,TO_DO,find-students-with-study-spiral-pattern,
3618,Split Array by Prime Indices,https://leetcode.com/problems/split-array-by-prime-indices/,MEDIUM,False,TO_DO,split-array-by-prime-indices,"Array, Math, Number Theory"
3619,Count Islands With Total Value Divisible by K,https://leetcode.com/problems/count-islands-with-total-value-divisible-by-k/,MEDIUM,False,TO_DO,count-islands-with-total-value-divisible-by-k,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix"
3620,Network Recovery Pathways,https://leetcode.com/problems/network-recovery-pathways/,HARD,False,TO_DO,network-recovery-pathways,"Array, Binary Search, Dynamic Programming, Graph Theory, Topological Sort, Heap (Priority Queue), Shortest Path"
3621,Number of Integers With Popcount-Depth Equal to K I,https://leetcode.com/problems/number-of-integers-with-popcount-depth-equal-to-k-i/,HARD,False,TO_DO,number-of-integers-with-popcount-depth-equal-to-k-i,"Math, Dynamic Programming, Bit Manipulation, Combinatorics"
3622,Check Divisibility by Digit Sum and Product,https://leetcode.com/problems/check-divisibility-by-digit-sum-and-product/,EASY,False,TO_DO,check-divisibility-by-digit-sum-and-product,Math
3623,Count Number of Trapezoids I,https://leetcode.com/problems/count-number-of-trapezoids-i/,MEDIUM,False,TO_DO,count-number-of-trapezoids-i,"Array, Hash Table, Math, Geometry"
3624,Number of Integers With Popcount-Depth Equal to K II,https://leetcode.com/problems/number-of-integers-with-popcount-depth-equal-to-k-ii/,HARD,False,TO_DO,number-of-integers-with-popcount-depth-equal-to-k-ii,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree"
3625,Count Number of Trapezoids II,https://leetcode.com/problems/count-number-of-trapezoids-ii/,HARD,False,TO_DO,count-number-of-trapezoids-ii,"Array, Hash Table, Math, Geometry"
3626,Find Stores with Inventory Imbalance,https://leetcode.com/problems/find-stores-with-inventory-imbalance/,MEDIUM,False,TO_DO,find-stores-with-inventory-imbalance,
3627,Maximum Median Sum of Subsequences of Size 3,https://leetcode.com/problems/maximum-median-sum-of-subsequences-of-size-3/,MEDIUM,False,TO_DO,maximum-median-sum-of-subsequences-of-size-3,"Array, Math, Greedy, Sorting, Game Theory"
3628,Maximum Number of Subsequences After One Inserting,https://leetcode.com/problems/maximum-number-of-subsequences-after-one-inserting/,MEDIUM,False,TO_DO,maximum-number-of-subsequences-after-one-inserting,"String, Dynamic Programming, Greedy, Prefix Sum"
3629,Minimum Jumps to Reach End via Prime Teleportation,https://leetcode.com/problems/minimum-jumps-to-reach-end-via-prime-teleportation/,MEDIUM,False,TO_DO,minimum-jumps-to-reach-end-via-prime-teleportation,"Array, Hash Table, Math, Breadth-First Search, Number Theory"
3630,Partition Array for Maximum XOR and AND,https://leetcode.com/problems/partition-array-for-maximum-xor-and-and/,HARD,False,TO_DO,partition-array-for-maximum-xor-and-and,"Array, Math, Greedy, Bit Manipulation, Enumeration"
3631,Sort Threats by Severity and Exploitability,https://leetcode.com/problems/sort-threats-by-severity-and-exploitability/,MEDIUM,True,TO_DO,sort-threats-by-severity-and-exploitability,"Array, Sorting"
3632,Subarrays with XOR at Least K,https://leetcode.com/problems/subarrays-with-xor-at-least-k/,HARD,True,TO_DO,subarrays-with-xor-at-least-k,"Array, Bit Manipulation, Trie, Prefix Sum"
3633,Earliest Finish Time for Land and Water Rides I,https://leetcode.com/problems/earliest-finish-time-for-land-and-water-rides-i/,EASY,False,TO_DO,earliest-finish-time-for-land-and-water-rides-i,"Array, Two Pointers, Binary Search, Greedy, Sorting"
3634,Minimum Removals to Balance Array,https://leetcode.com/problems/minimum-removals-to-balance-array/,MEDIUM,False,TO_DO,minimum-removals-to-balance-array,"Array, Binary Search, Sliding Window, Sorting"
3635,Earliest Finish Time for Land and Water Rides II,https://leetcode.com/problems/earliest-finish-time-for-land-and-water-rides-ii/,MEDIUM,False,TO_DO,earliest-finish-time-for-land-and-water-rides-ii,"Array, Two Pointers, Binary Search, Greedy, Sorting"
3636,Threshold Majority Queries,https://leetcode.com/problems/threshold-majority-queries/,HARD,False,TO_DO,threshold-majority-queries,"Array, Hash Table, Binary Search, Divide and Conquer, Counting, Prefix Sum"
3637,Trionic Array I,https://leetcode.com/problems/trionic-array-i/,EASY,False,TO_DO,trionic-array-i,Array
3638,Maximum Balanced Shipments,https://leetcode.com/problems/maximum-balanced-shipments/,MEDIUM,False,TO_DO,maximum-balanced-shipments,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack"
